DEX,TokenA,TokenB,Pool Address,Price Token B in A,Price Token A in B,Pool Size,Slip1%ValueA,Slip1%ValueB,Slip2%ValueA,Slip2%ValueB,Slip3%ValueA,Slip3%ValueB
Uniswap V3,WETH,USDT,0x11b815efb8f581194ae79006d24e0d814b7697f6,0.00039318570664735066,2540.751362552998,29123147,1900000,1600000,3700000,3000000,4900000,4100000
Uniswap V3,agEUR,WETH,0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9,2320.2745729936055,0.0004302666157613286,2202056,30000,40000,60000,70000,90000,100000
Uniswap V3,ETHx,WETH,0x1b9669b12959Ad51B01FaBcF01EaBDFADB82f578,0.9817637134343474,1.0175526849833112,1521300,750000,800000,775000,800000,775000,825000
Uniswap V3,WBTC,WETH,0xe6ff8b9A37B0fab776134636D9981Aa778c4e718,0.038658505102822406,15.978812842699782,7874,10000,10000,10000,10000,10000,10000
Uniswap V3,DAI,WETH,0xD8dEC118e1215F02e10DB846DCbBfE27d477aC19,2.223042548005399,0.00021656609636957206,1187,10000,10000,10000,10000,10000,10000
Uniswap V3,USDC,WETH,0xE0554a476A092703abdB3Ef35c80e0D76d32939F,1881.3255166715978,0.00017672885177747342,27759,10000,10000,10000,10000,10000,10000
Uniswap V3,rETH,WETH,0x553e9c493678d8606d6a5ba284643db2110df823,0.9121595083802687,1.0960540864300126,4570997,525000,4200000,525000,4200000,550000,4200000
Uniswap V3,pxETH,WETH,0x02edd21f1db8eb146be60998e9801691e725f119,1.002780060682586,0.9967782807591575,79597,30000,60000,30000,60000,30000,60000
Uniswap V3,WBTC,DAI,0x649Caaf37F36E67D1129C0FD6C6539d390Ca2B82,0.00001443989775820617,11735.44069111681,982,10000,10000,10000,10000,10000,10000
Uniswap V3,WBTC,USDC,0xCBFB0745b8489973Bf7b334d54fdBd573Df7eF3c,0.00002309602417570993,42157.4032288977,390850,10000,10000,10000,10000,20000,20000
Uniswap V3,WBTC,DAI,0x391E8501b626C623d39474AfcA6f9e46c2686649,0.000023110971626352506,39266.5938468048,75809,10000,10000,10000,10000,10000,10000
Uniswap V3,WBTC,USDC,0x99ac8cA7087fA4A2A1FB6357269965A2014ABc35,0.00002315313299915395,42929.92758118576,18071779,375000,450000,675000,900000,975000,1400000
Uniswap V3,WBTC,USDC,0x9a772018FbD77fcD2d25657e5C547BAfF3Fd7D16,0.000023229800842381743,43004.29149326647,7529649,1200000,575000,3700000,800000,5500000,1100000
Uniswap V3,DAI,USDC,0xa63b490aA077f541c9d64bFc1Cc0db2a752157b5,0.27617716252921914,0.307063805119987,718,10000,10000,10000,10000,10000,10000
Uniswap V3,DAI,USDC,0x6958686b6348c3D6d5f2dCA3106A5C09C156873a,0.0021197389080518402,0.001460677081002516,4,10000,10000,10000,10000,10000,10000
Uniswap V3,DAI,USDC,0x6c6Bc977E13Df9b0de53b251522280BB72383700,0.9991501562629848,0.9998499190973875,42862119,,,,,,
Uniswap V3,DAI,FRAX,0x97e7d56A0408570bA1a7852De36350f7713906ec,0.9972638925545338,1.0017405381903297,17317773,,4800000,,4900000,,4900000
Uniswap V3,DAI,USDC,0x5777d92f208679DB4b9778590Fa3CAB3aC9e2168,0.9999091656756429,0.9998908289674648,90941138,,,,,,
Uniswap V3,DAI,USDT,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,0.9989433116007725,1.0008482182206284,12091853,,500000,,525000,,525000
Uniswap V3,USDC,osETH,0xc2a6798447bb70e5abcf1b0d6aeec90bc14fca55,2542.7679772706997,0.0003922524650336557,295933,20000,20000,30000,30000,50000,40000
Uniswap V3,EUROC,USDC,0x95dbb3c7546f22bce375900abfdd64a4e5bd73d6,0.9090288051431251,1.0988765334404662,679675,225000,150000,425000,150000,550000,175000
Uniswap V3,FRAX,USDC,0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,1.0017516433700797,0.9972532937347643,89351652,,,,,,
Uniswap V3,GHO,USDC,0x5c95d4B1C3321CF898D25949F41D50Be2dB5bc1d,1.020661636934102,0.9787109015355973,900404,250000,225000,250000,675000,250000,675000
Uniswap V3,USDC,USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,0.9985364695869365,1.0004638668198054,8261195,7800000,425000,7800000,450000,7900000,450000
Uniswap V3,LUSD,USDC,0x4e0924d3a751bE199C426d52fb1f2337fa96f736,0.9906281233176374,1.0084357151813086,3003559,2200000,800000,2300000,800000,2300000,825000
Uniswap V3,LUSD,USDC,0x53A509d1cF1de11B418e82DaC58c0648a0fdaFCA,0.9584305353138772,0.0000660935041283149,2818337,10000,1500000,10000,3000000,10000,3000000
Uniswap V3,USDC,USDT,0xbb256c2F1B677e27118b0345FD2b3894D2E6D487,0.11233080587400647,0.17896526299008678,311,10000,10000,10000,10000,10000,10000
Uniswap V3,USDC,USDT,0x3416cF6C708Da44DB2624D63ea0AAef7113527C6,0.998700561940394,1.001097686249308,83977938,,275000,,275000,,275000
Uniswap V3,agEUR,USDC,0x735a26a57a0a0069dfabd41595a970faf5e1ee8b,0.9149301413754286,1.0927222879217284,3472764,550000,575000,975000,1200000,1400000,1500000
Uniswap V3,FRAX,USDT,0xc2a856c3aff2110c1171b8f942256d40e980c726,1.0012164503116425,0.9977748055428871,946135,350000,625000,350000,625000,350000,650000
Uniswap V3,USDC,USDT,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,0.9985364689500598,1.0004638667394612,8261195,7800000,425000,7800000,450000,7900000,450000
Uniswap V3,GHO,USDC,0x383e7acd889bf57b0d79a584009cb570534ab518,1.0193477491621095,0.9799898265391727,667394,400000,300000,400000,300000,400000,300000
Uniswap V3,USDC,USDT,0x3416cf6c708da44db2624d63ea0aaef7113527c6,0.998700561940394,1.0010976874523818,83977938,,275000,,275000,,275000
Uniswap V3,WBTC,USDT,0x9Db9e0e53058C89e5B94e29621a205198648425B,0.0000231166568322429,42997.863225442445,15527717,500000,500000,975000,1000000,1500000,1500000
Uniswap V3,FXS,FRAX,0xb64508b9f7b81407549e13db970dd5bb5c19107f,0.10869718804042212,9.007277597919696,3807019,30000,30000,40000,40000,60000,60000
Uniswap V3,DAI,FRAX,0x97e7d56a0408570ba1a7852de36350f7713906ec,0.9972638925319776,1.0017405382083846,17317797,,4800000,,4900000,,4900000
Uniswap V2,DAI,WETH,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,2516.864142193329,0.0003948207365589357,13261086,70000,70000,150000,150000,225000,225000
Uniswap V2,LINK,WETH,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,168.08884023488287,0.005904474836244456,2582961,20000,20000,30000,30000,50000,50000
Uniswap V2,FXS,FRAX,0xe1573b9d29e2183b1af0e743dc2754979a40d237,0.11104769401348075,8.909812573875538,870938,10000,10000,10000,10000,20000,20000
SushiSwap,OHM,DAI,0x055475920a8c93cffb64d039a8205f7acc7722d3,0.08194233177303728,11.08093091784481,42954,10000,10000,10000,10000,10000,10000
SushiSwap,DAI,WETH,0xC3D03e4F041Fd4cD388c549Ee2A29a9E5075882f,2524.8643687107356,0.00039351459002657423,9044606,50000,50000,100000,100000,150000,150000
SushiSwap,LINK,WETH,0xc40d16476380e4037e6b1a2594caf6a6cc8da967,167.919291461745,0.00590772422279549,1991126,20000,20000,30000,30000,40000,40000
SushiSwap,PREMIA,WETH,0x93e2f3a8277e0360081547d711446e4a1f83546d,5746.1437944271165,0.0001720496322766486,731225,10000,10000,10000,10000,20000,20000
SushiSwap,WBTC,WETH,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0.059048776301432335,16.831161954710087,26574478,150000,150000,275000,275000,425000,425000
Uniswap V2,STETH,WETH,0x4028daac072e492d34a3afdbef0ba7e35d8b55c4,1.0002632282367085,0.9925827521604932,3405520,20000,20000,40000,40000,60000,60000
Curve,crvUSD,FRAX,0x0CD6f267b2086bea681E922E19D40512511BE538,0.9988521859420145,1.0009480137366278,12225585,7200000,4100000,7500000,4500000,7700000,4600000
Curve,FRAX,USDC,0xDcEF968d416a41Cdac0ED8702fAC8128A64241A2,1.0022477393626765,0.99755741627452,78914346,,,,,,
Curve,DAI,USDC,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7,0.9998938541030243,0.999906079217444,203614590,,,,,,
Curve,crvUSD,USDC,0x4dece678ceceb27446b35c672dc7d61f30bad69e,1.0010119040727468,0.998788850023575,23605927,7700000,,8400000,,8800000,
Curve,USDT,USDC,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,1.0008015765422966,0.9989991838862275,203614590,,,,,,
Curve,DAI,USDT,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7,0.9989930764525338,1.000807694162198,203614590,,,,,,
Curve,crvUSD,USDT,0x390f3595bCa2Df7d23783dFd126427CCeb997BF4,1.0001255705375218,0.9996740767867304,20154727,8700000,9900000,9300000,,9500000,
Curve,STETH,ETH,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1.0001993736730461,0.9996001731794517,238042777,,,,,,
Curve,STETH,ETH,0x828b154032950C8ff7CF8085D841723Db2696056,1.000077847416463,0.999121425124477,5521886,2100000,3300000,2200000,3400000,2200000,3500000
Curve,weETH,ETH,0x13947303F63b363876868D070F14dc865C36463b,0.9718976404099826,1.0287044409014643,4511082,1800000,1900000,2000000,2200000,2100000,2300000
Curve,ALETH,FRXETH,0xB657B895B265C38c53FFF00166cF7F6A3C70587d,1.0416124878462305,0.9592626824888464,23544424,850000,1300000,1500000,3700000,1900000,8900000
Curve,ALUSD,crvFRAX,0xb30da2376f63de30b42dc055c93fa474f31330a5,1.0095245361309009,0.9897712990755357,43279928,5800000,,7800000,,8800000,
Curve,ALUSD,3Crv,0x43b4FdFD4Ff969587185cDB6f0BD875c5Fc83f8c,1.038755383677137,0.9619136321635935,12636665,1500000,7000000,2100000,9100000,2400000,9500000
Curve,LUSD,3Crv,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,1.0194518007151592,0.9801268101836684,14365847,,1300000,,1700000,,1900000
Curve,USDC,DAI,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0.9999060793074465,0.9998938541046939,203633055,,,,,,
Curve,USDT,DAI,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,1.000807694221751,0.9989930764533077,203633055,,,,,,
Curve,agEUR,EUROC,0xba3436fd341f2c8a928452db3c5a3670d1d5cc73,1.0072455689531492,0.9919632544372059,2476588,200000,2100000,250000,2200000,275000,2300000
Balancer V2,GHO,USDT,0x8353157092ed8be69a9df8f95af097bbf33cb2af,1.0193717949867207,0.979971285896562,5970909,325000,850000,475000,3400000,575000,4000000
Balancer V2,weETH,ETH,0xb9debddf1d894c79d2b2d09f819ff9b856fca552,0.9721997118739256,1.0277256520400044,209009,70000,125000,80000,150000,80000,150000
Balancer V2,rETH,ETH,0x1e19cf2d73a72ef1332c882f20534b6519be0276,0.9116572397419606,1.0960251284687195,85651846,,,,,,
Balancer V2,osETH,ETH,0xdacf5fa19b1f720111609043ac67a9818262850c,0.9940015251138116,1.0058330262802007,45725393,,,,,,
Balancer V2,SWETH,ETH,0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d2,0.9594375588262831,1.0419785019339485,1166023,90000,1100000,125000,1100000,125000,1100000
Balancer V2,ETHx,ETH,0x37b18b10ce5635a84834b26095a0ae5639dcb752,0.9816771828615128,1.017001829753455,11834,10000,10000,10000,10000,10000,10000
Balancer V2,wstETH,ETH,0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd,0.8666257135359826,1.1536698027458636,18077665,5700000,,5900000,,5900000,
Balancer V2,pxETH,ETH,0x88794c65550deb6b4087b7552ecf295113794410,0.025270732924582782,0.02529002698023013,46,10000,10000,10000,10000,10000,10000
Balancer V2,GHO,USDC,0x8353157092ed8be69a9df8f95af097bbf33cb2af,1.0201322063827127,0.9792380122841733,5909935,300000,775000,450000,3300000,550000,4000000
Balancer V2,GHO,LUSD,0x3fa8c89704e5d07565444009e5d9e624b40be813,0.47213300821988585,0.15039372689661404,74953,10000,10000,10000,10000,10000,10000
Balancer V2,weETH,rETH,0x05ff47afada98a98982113758878f9a8b9fdda0a,1.0649880711765525,0.9382249062650898,4599219,1700000,2700000,1800000,2800000,1900000,2800000
Curve,FRXETH,ETH,0xa1f8a6807c402e4a15ef4eba36528a3fed24e577,1.0020610034898099,0.9975433616486352,32099666,5500000,,6100000,,6400000,
Curve,ETHx,ETH,0x59ab5a5b5d617e478a2479b0cad80da7e2831492,0.9804113769518439,1.019163572704475,6963584,3100000,3700000,3200000,3800000,3300000,3900000
Curve,osETH,rETH,0xe080027bd47353b5d1639772b4a75e9ed3658a0d,1.0892551007252802,0.9176885786440605,13326356,4200000,4000000,5400000,5100000,5900000,5600000
Curve,GHO,crvUSD,0x86152df0a0e321afb3b0b9c4deb813184f365ada,1.0180555840906964,0.9806605605479086,186946,20000,50000,30000,125000,40000,150000
Maverick,SWETH,WETH,0x0CE176E1b11A8f88a4Ba2535De80E81F88592bad,1.0409224007665705,0.9603010518944212,0,2300000,650000,2300000,675000,2400000,675000
Maverick,weETH,WETH,0x2A8b91503980B2965FeF0E1680D2d113f04368a0,1.0284411875448034,0.9715628674674537,0,325000,3000000,325000,3000000,325000,3000000
Maverick,LUSD,USDC,0x6c6FC818b25dF89A8adA8da5A43669023bAD1F4c,0.9976995100098701,1.0014148547777024,0,275000,550000,275000,550000,275000,575000
Maverick,WETH,wstETH,0x0eB1C92f9f5EC9D817968AfDdB4B46c564cdeDBe,0.8664851510629499,1.1538556511617406,0,1900000,2900000,1900000,3000000,1900000,3000000
Maverick,USDC,USDT,0xD0b2F5018B5D22759724af6d4281AC0B13266360,0.9987597937077853,1.0010078226390555,0,450000,10000,450000,20000,450000,20000
Balancer V2,BAL,ETH,0x5c6ee304399dbdb9c8ef030ab642b10820db8f56,624.1938614175151,0.0015701085714407766,125722319,425000,425000,850000,850000,1300000,1300000
Balancer V2,AURA,ETH,0xcfca23ca9ca720b6e98e3eb9b6aa0ffc4a5c08b9,3293.4989552770376,0.0003013526337702813,2734152,20000,20000,30000,30000,50000,50000
